date,platform,campaign_type,industry,country,impressions,clicks,CTR,CPC,ad_spend,conversions,CPA,revenue,ROAS,conversion_rate,profit,profit_margin
2024-03-24,Google Ads,Shopping,Fintech,India,94242,5466,0.057999618004711276,1.67,9128.22,100,91.28219999999999,6794.77,0.7443696580494337,0.018294914013904134,-2333.449999999999,-0.3434185410249352
2024-09-23,Google Ads,Display,Healthcare,UAE,111311,5765,0.05179182650411909,2.71,15623.15,389,40.162339331619535,22317.92,1.4285160162963295,0.06747614917606244,6694.769999999999,0.2999728469319721
2024-09-24,TikTok Ads,Video,Fintech,USA,130865,9461,0.07229587743094028,1.48,14002.28,221,63.35873303167421,46411.13,3.314540917621987,0.023359052954233166,32408.85,0.6982990933424805
2024-01-02,Meta Ads,Video,EdTech,USA,138639,2204,0.0158974026067701,1.8,3967.2,154,25.76103896103896,35803.07,9.024770619076428,0.06987295825771325,31835.87,0.8891938596327075
2024-06-15,TikTok Ads,Shopping,SaaS,India,147355,7485,0.05079569746530488,0.91,6811.35,81,84.09074074074074,14520.06,2.1317448082979142,0.010821643286573146,7708.709999999999,0.5309006987574431
2024-04-29,Meta Ads,Shopping,Fintech,UK,26751,489,0.0182796904788606,1.93,943.77,8,117.97125,791.56,0.8387212986214861,0.016359918200409,-152.21000000000004,-0.19229117186315636
2024-01-25,TikTok Ads,Display,SaaS,UK,42706,2084,0.048798763639769586,1.59,3313.56,35,94.67314285714285,4766.32,1.4384287594007652,0.016794625719769675,1452.7599999999998,0.3047969922288054
2024-09-02,Meta Ads,Video,SaaS,UAE,173337,3189,0.01839768774122086,2.03,6473.67,224,28.900312500000002,43055.91,6.650927526426278,0.07024145500156789,36582.240000000005,0.8496450313092907
2024-07-28,Meta Ads,Shopping,SaaS,Canada,99948,1389,0.01389722655781006,1.04,1444.56,67,21.56059701492537,4987.6,3.452677631943291,0.0482361411087113,3543.0400000000004,0.7103697168979068
2024-03-30,Google Ads,Video,Healthcare,Canada,65282,1723,0.026393186483257253,1.91,3290.93,64,51.42078125,16624.45,5.051596357260714,0.0371445153801509,13333.52,0.802042774347422
2024-02-01,Google Ads,Video,EdTech,USA,48790,2824,0.057880713260914124,1.3,3671.2,178,20.624719101123596,37847.71,10.309356613641317,0.06303116147308782,34176.51,0.903000736372161
2024-07-16,Google Ads,Shopping,EdTech,UAE,163272,5551,0.033998481062276445,2.23,12378.73,135,91.69429629629629,38753.89,3.130683842365089,0.02431994235272924,26375.16,0.6805809687750055
2024-11-04,Google Ads,Video,EdTech,Australia,149233,3686,0.024699630778715162,1.0,3686.0,250,14.744,16524.46,4.483033098209441,0.06782419967444384,12838.46,0.7769367349976943
2024-02-27,TikTok Ads,Search,SaaS,UAE,7637,415,0.05434070970276286,1.54,639.1,10,63.910000000000004,1137.83,1.7803630104834922,0.024096385542168676,498.7299999999999,0.43831679600643325
2024-01-04,Google Ads,Display,Fintech,UK,20198,878,0.04346965046044163,2.68,2353.04,67,35.12,5967.58,2.536114983170707,0.07630979498861047,3614.54,0.6056961113215072
2024-09-11,Google Ads,Search,EdTech,UAE,32675,941,0.028798775822494262,1.09,1025.69,47,21.823191489361704,12632.32,12.315923914633075,0.04994686503719448,11606.63,0.9188043051474313
2024-02-28,Google Ads,Search,EdTech,USA,116560,4312,0.03699382292381606,2.79,12030.48,198,60.76,51746.42,4.301276424548314,0.04591836734693878,39715.94,0.7675108732159636
2024-01-27,Meta Ads,Display,E-commerce,Australia,176459,3670,0.02079803240412787,1.91,7009.7,65,107.84153846153846,2483.8,0.35433756080859385,0.017711171662125342,-4525.9,-1.822167646348337
2024-09-02,Meta Ads,Shopping,SaaS,Australia,49980,1664,0.03329331732693077,1.98,3294.72,37,89.04648648648649,6236.77,1.8929590374902878,0.022235576923076924,2942.0500000000006,0.47172655076265446
2024-01-07,Meta Ads,Video,Healthcare,Germany,98944,1850,0.018697445019404915,1.42,2627.0,78,33.67948717948718,17285.68,6.58000761324705,0.04216216216216216,14658.68,0.8480244919494055
2024-04-01,TikTok Ads,Video,Healthcare,USA,115310,3205,0.027794640534212125,1.04,3333.2,134,24.87462686567164,14521.43,4.356603264130565,0.04180967238689547,11188.23,0.7704633772293775
2024-08-08,Meta Ads,Search,E-commerce,India,8626,242,0.028054718293531185,1.13,273.46,18,15.19222222222222,3013.54,11.020039493893075,0.0743801652892562,2740.08,0.9092562235775865
2024-01-05,Meta Ads,Display,E-commerce,Germany,88732,1579,0.017795158454672496,0.44,694.76,32,21.71125,4757.82,6.848149001093903,0.02026599113362888,4063.0599999999995,0.8539751398749847
2024-06-20,Meta Ads,Video,EdTech,Germany,29502,604,0.020473188258423158,1.61,972.44,30,32.41466666666667,5842.59,6.0081753115873475,0.04966887417218543,4870.15,0.8335601163182765
2024-09-14,TikTok Ads,Search,E-commerce,Canada,198085,14460,0.07299896509074387,0.82,11857.2,1133,10.46531332744925,295028.26,24.88178153358297,0.07835408022130014,283171.06,0.9598099517652986
2024-07-14,Meta Ads,Shopping,Healthcare,USA,111802,2247,0.020098030446682527,1.65,3707.55,163,22.745705521472395,6163.84,1.6625102830710308,0.07254116599910992,2456.29,0.3984999610632333
2024-08-01,Google Ads,Shopping,EdTech,UAE,65186,1955,0.029991102383947473,2.26,4418.3,89,49.6438202247191,13375.79,3.0273612022723673,0.04552429667519182,8957.490000000002,0.6696793236137829
2024-06-15,TikTok Ads,Video,EdTech,UK,101176,6505,0.06429390369257532,0.96,6244.8,459,13.605228758169934,44008.34,7.047197668460158,0.07056110684089162,37763.53999999999,0.8580996238440258
2024-08-07,TikTok Ads,Video,SaaS,UAE,41307,1367,0.033093664512068174,0.57,779.19,92,8.469456521739131,6211.99,7.972368741898637,0.06730065837600585,5432.799999999999,0.8745667652394803
2024-05-12,Meta Ads,Video,EdTech,UK,174579,3247,0.0185990296656528,1.33,4318.51,187,23.093636363636364,41760.07,9.670018131253602,0.05759162303664921,37441.56,0.8965875775591372
2024-02-14,Meta Ads,Video,SaaS,India,83137,2045,0.024597952776742003,1.01,2065.45,37,55.82297297297297,1798.59,0.8707981311578591,0.018092909535452322,-266.8599999999999,-0.14837178011664687
2024-01-04,Meta Ads,Search,Healthcare,UK,122897,2040,0.016599266052059854,0.77,1570.8,159,9.879245283018868,45753.83,29.12772472625414,0.07794117647058824,44183.03,0.9656684478654574
2024-10-17,TikTok Ads,Search,Healthcare,India,47462,1803,0.03798828536513421,0.53,955.59,98,9.750918367346939,29213.28,30.570935233729944,0.05435385468663339,28257.69,0.9672891917648412
2024-06-19,TikTok Ads,Display,EdTech,Germany,99202,6428,0.06479708070401806,1.54,9899.12,165,59.994666666666674,34456.26,3.4807397021149353,0.02566894835096453,24557.14,0.7127047450884105
2024-02-26,Meta Ads,Shopping,SaaS,USA,125871,3083,0.02449333047326231,1.72,5302.76,185,28.66356756756757,27759.15,5.234849399180804,0.06000648718780409,22456.39,0.808972536983301
2024-03-10,Google Ads,Search,Healthcare,UK,8880,216,0.024324324324324326,2.06,444.96,6,74.16,1186.19,2.665835131247753,0.027777777777777776,741.23,0.6248830288570971
2024-11-30,Google Ads,Shopping,EdTech,USA,156388,7021,0.04489474895772054,1.64,11514.44,315,36.55377777777778,34670.52,3.011046998377689,0.0448654037886341,23156.079999999994,0.667889607655149
2024-03-27,Google Ads,Video,EdTech,UK,109672,2675,0.024390911080312203,2.55,6821.25,50,136.425,11521.03,1.6889910207073484,0.018691588785046728,4699.780000000001,0.40793054093253817
2024-05-07,Meta Ads,Display,SaaS,UAE,70030,1470,0.020991003855490502,1.68,2469.6,90,27.439999999999998,9384.9,3.800170068027211,0.061224489795918366,6915.299999999999,0.7368538823002908
2024-01-03,Meta Ads,Video,EdTech,India,149375,6109,0.04089707112970711,2.18,13317.62,89,149.6361797752809,22418.8,1.6833938796872112,0.014568669176624652,9101.179999999998,0.4059619604974396
2024-06-07,Meta Ads,Search,Fintech,Canada,123171,3756,0.03049419100275227,1.86,6986.16,52,134.34923076923076,7553.6,1.0812234475019182,0.013844515441959531,567.4400000000005,0.07512179622961243
2024-03-16,Meta Ads,Search,SaaS,UK,52779,596,0.011292370071429924,1.09,649.64,35,18.56114285714286,3583.95,5.516824702912382,0.0587248322147651,2934.31,0.8187363104954032
2024-05-23,Google Ads,Display,Fintech,USA,117036,3569,0.03049489046105472,2.13,7601.97,178,42.70769662921349,11935.14,1.570006195762414,0.04987391426169795,4333.169999999999,0.36305983842669626
2024-07-17,TikTok Ads,Shopping,E-commerce,UAE,177517,13917,0.07839812524997605,0.91,12664.47,671,18.87402384500745,36680.47,2.8963288633476174,0.04821441402601135,24016.0,0.6547353400869727
2024-12-30,TikTok Ads,Search,EdTech,Germany,196349,8325,0.04239899362869177,0.69,5744.25,398,14.432788944723619,42464.91,7.392594333463899,0.04780780780780781,36720.66,0.864729490772499
2024-10-31,TikTok Ads,Search,SaaS,UAE,174898,13029,0.07449484842593969,1.26,16416.54,822,19.9714598540146,162206.84,9.880695932273182,0.06309002993322588,145790.3,0.8987925540008054
2024-06-30,Google Ads,Display,EdTech,USA,83972,4903,0.05838851045586624,2.9,14218.7,341,41.69706744868036,36574.45,2.5722780563623955,0.06954925555782174,22355.749999999996,0.6112395401708023
2024-04-26,Meta Ads,Search,Fintech,USA,165371,2993,0.018098699288266986,1.51,4519.43,32,141.2321875,8918.68,1.9734081510278951,0.010691613765452723,4399.25,0.4932624558791211
2024-08-30,TikTok Ads,Shopping,Fintech,USA,133949,7219,0.0538936460891832,1.52,10972.88,73,150.31342465753423,21583.28,1.9669658284789409,0.010112203906358221,10610.4,0.4916027591728412
2024-09-15,TikTok Ads,Display,Fintech,Australia,105400,7704,0.07309297912713472,1.11,8551.44,442,19.34714932126697,49251.38,5.75942531316363,0.05737279335410177,40699.939999999995,0.826371565629227
2024-08-04,Google Ads,Shopping,EdTech,USA,63959,2014,0.03148892259103488,2.28,4591.92,150,30.6128,37769.59,8.225228226972595,0.07447864945382324,33177.67,0.8784228264061114
2024-03-06,Google Ads,Search,SaaS,India,6044,146,0.024156187954996692,1.13,164.98,5,32.995999999999995,611.36,3.7056612922778522,0.03424657534246575,446.38,0.7301426328186339
2024-04-08,Google Ads,Shopping,Fintech,USA,90945,3637,0.03999120347462752,3.02,10983.74,145,75.74993103448276,21488.5,1.9563919029401644,0.03986802309595821,10504.76,0.48885496893687325
2024-02-01,Google Ads,Search,SaaS,UK,73681,4457,0.06049049280004343,1.77,7888.89,95,83.04094736842106,11815.26,1.497708803139605,0.02131478573031187,3926.37,0.3323134658060847
2024-12-14,Google Ads,Display,Healthcare,Australia,195545,8799,0.04499731519599069,2.98,26221.02,444,59.05635135135135,122723.09,4.680332420325373,0.05046027957722468,96502.06999999999,0.7863399625938362
2024-07-14,Google Ads,Shopping,E-commerce,USA,46846,2183,0.04659949622166247,3.36,7334.88,46,159.45391304347825,5098.84,0.695149750234496,0.021071919377004124,-2236.04,-0.4385389618030768
2024-07-03,Google Ads,Shopping,Healthcare,Canada,183428,4549,0.02479992149508254,2.11,9598.39,135,71.09918518518518,6604.0,0.6880320553759537,0.02967685205539679,-2994.3899999999994,-0.4534206541490005
2024-05-09,Google Ads,Shopping,EdTech,Australia,173913,5860,0.03369500842375211,3.46,20275.6,111,182.66306306306305,20779.66,1.0248604233660163,0.0189419795221843,504.0600000000013,0.02425737475974108
2024-05-05,Google Ads,Video,SaaS,USA,190541,9527,0.04999973758928525,2.17,20673.59,157,131.67891719745222,5416.71,0.26201109725016314,0.016479479374409575,-15256.880000000001,-2.81663223617288
2024-09-11,TikTok Ads,Video,SaaS,Canada,122116,5507,0.04509646565560615,0.98,5396.86,110,49.062363636363635,3555.98,0.6588979517719563,0.019974577810059922,-1840.8799999999997,-0.5176857012694108
2024-03-23,Google Ads,Display,Fintech,India,47879,1149,0.023997994945592013,3.06,3515.94,25,140.6376,3124.11,0.8885561187050974,0.02175805047867711,-391.8299999999999,-0.12542131999193368
2024-10-08,Meta Ads,Search,Healthcare,USA,164876,5820,0.03529925519784565,0.74,4306.8,463,9.301943844492442,73917.74,17.163030556329527,0.07955326460481099,69610.94,0.9417352316236941
2024-05-13,Meta Ads,Display,SaaS,USA,163253,1779,0.010897196376176855,0.51,907.29,121,7.498264462809917,18762.73,20.67997002061083,0.06801573917931422,17855.44,0.951644030479573
2024-10-04,Meta Ads,Shopping,Fintech,India,120631,1532,0.012699886430519518,0.77,1179.64,114,10.347719298245615,25286.78,21.43601437726764,0.07441253263707572,24107.14,0.9533495367935341
2024-04-29,Meta Ads,Display,Fintech,Australia,12610,197,0.015622521808088818,0.66,130.02,11,11.82,2637.16,20.28272573450238,0.05583756345177665,2507.14,0.950696961883238
2024-01-12,Meta Ads,Video,Healthcare,UK,62676,595,0.009493266960239964,2.42,1439.9,32,44.996875,1319.08,0.9160913952357802,0.05378151260504202,-120.82000000000016,-0.09159414137125889
2024-07-10,Google Ads,Search,Fintech,UK,59943,2163,0.03608428006606276,3.29,7116.27,114,62.42342105263158,4800.81,0.6746244872665034,0.052704576976421634,-2315.46,-0.4823061108437951
2024-10-20,Meta Ads,Display,SaaS,USA,78302,900,0.011493959285841996,0.49,441.0,52,8.48076923076923,6354.23,14.408684807256234,0.057777777777777775,5913.23,0.9305974130618502
2024-09-04,Google Ads,Video,EdTech,UK,154805,9535,0.061593617777203576,0.96,9153.6,525,17.435428571428574,18155.37,1.9834130833770318,0.05506030414263241,9001.769999999999,0.4958185925156028
2024-05-09,TikTok Ads,Video,Fintech,Australia,41839,2991,0.07148832429073353,0.99,2961.09,45,65.802,9665.89,3.2643013214728356,0.015045135406218655,6704.799999999999,0.6936557316501636
2024-06-17,Meta Ads,Shopping,SaaS,India,127872,2953,0.023093405905905907,0.59,1742.27,150,11.615133333333333,15282.38,8.771533688808278,0.05079580088046055,13540.109999999999,0.8859948515872528
2024-11-04,Google Ads,Display,Fintech,Germany,146779,5019,0.03419426484715116,2.22,11142.18,349,31.926017191977078,91145.36,8.180208899874172,0.06953576409643356,80003.18,0.8777537331576725
2024-06-26,Google Ads,Shopping,EdTech,USA,133588,6545,0.048993921609725426,1.68,10995.6,241,45.62489626556017,34421.71,3.1304985630615882,0.03682200152788388,23426.11,0.68056206388352
2024-01-29,Google Ads,Video,Fintech,UK,82462,3916,0.047488540176081104,2.1,8223.6,199,41.32462311557789,48785.37,5.932361739384211,0.050817160367722165,40561.770000000004,0.8314330710210869
2024-01-18,Google Ads,Display,E-commerce,Australia,55248,1646,0.029792933680857225,2.6,4279.6,43,99.52558139534885,12311.15,2.876705766894102,0.02612393681652491,8031.549999999999,0.6523801594489548
2024-08-09,Google Ads,Display,Healthcare,UAE,90374,2349,0.025991988846349613,0.97,2278.53,69,33.02217391304348,5506.03,2.416483434495047,0.02937420178799489,3227.4999999999995,0.5861755202932057
2024-03-06,Meta Ads,Video,EdTech,USA,104976,1238,0.01179317177259564,1.52,1881.76,16,117.61,4162.98,2.212279993197857,0.012924071082390954,2281.2199999999993,0.5479776506252731
2024-11-10,Google Ads,Display,SaaS,Australia,124774,3481,0.027898440380207414,1.21,4212.01,113,37.274424778761066,4447.19,1.0558355749392807,0.032461936225222636,235.17999999999938,0.05288283163075996
2024-08-14,Google Ads,Search,SaaS,USA,109263,2829,0.025891655912797563,0.88,2489.52,129,19.29860465116279,14321.34,5.752651113467657,0.04559915164369035,11831.82,0.8261671044748605
2024-06-13,Google Ads,Video,Fintech,UAE,105814,6126,0.05789404048613605,2.79,17091.54,289,59.140276816609,45447.24,2.659048862770704,0.04717597126999674,28355.699999999997,0.6239256773348613
2024-08-16,TikTok Ads,Shopping,Healthcare,Canada,41113,2347,0.05708656629290006,0.96,2253.12,33,68.27636363636363,2659.26,1.1802567106945039,0.01406050276949297,406.1400000000003,0.1527266984048195
2024-01-15,Google Ads,Search,SaaS,Canada,43098,1620,0.03758875121815398,2.73,4422.6,39,113.4,7135.44,1.6134038800705466,0.024074074074074074,2712.8399999999992,0.3801923917796239
2024-08-28,Meta Ads,Display,E-commerce,Canada,25991,309,0.011888730714478088,1.52,469.68,14,33.54857142857143,2306.63,4.911067109521376,0.045307443365695796,1836.95,0.7963782661285078
2024-11-21,Google Ads,Display,EdTech,India,150778,2985,0.01979731791110109,1.39,4149.15,59,70.32457627118643,16435.61,3.961199281780606,0.019765494137353432,12286.460000000001,0.7475512013244413
2024-07-17,Google Ads,Video,EdTech,Germany,113500,7604,0.06699559471365639,1.3,9885.2,340,29.074117647058827,21520.64,2.1770566098814386,0.04471330878485008,11635.439999999999,0.5406642181645155
2024-10-31,Meta Ads,Video,EdTech,UAE,140453,4213,0.029995799306529587,1.09,4592.17,56,82.00303571428572,4347.77,0.9467789737749257,0.013292190837882745,-244.39999999999964,-0.05621272514415427
2024-04-21,TikTok Ads,Display,SaaS,Germany,27936,1402,0.05018613974799542,1.32,1850.64,99,18.693333333333335,26865.9,14.51708598106601,0.07061340941512126,25015.260000000002,0.9311156521836231
2024-02-27,TikTok Ads,Display,SaaS,UK,133303,4225,0.031694710546649366,1.53,6464.25,139,46.50539568345324,8508.68,1.316267161697026,0.03289940828402367,2044.4300000000003,0.2402758124644481
2024-05-02,Google Ads,Video,EdTech,UAE,117333,2898,0.024698933803789215,3.93,11389.14,48,237.27374999999998,5367.73,0.4713024864037144,0.016563146997929608,-6021.41,-1.1217795977070382
2024-09-14,Meta Ads,Display,SaaS,USA,152680,6214,0.04069950222687975,2.1,13049.4,283,46.11095406360424,13261.37,1.016243658712278,0.04554232378500161,211.97000000000116,0.015984019750599005
2024-09-20,Google Ads,Display,Healthcare,USA,168384,4681,0.027799553401748386,2.57,12030.17,267,45.05681647940075,58628.48,4.873453991090733,0.057039094210638755,46598.310000000005,0.7948067219208139
2024-08-22,Google Ads,Display,Fintech,Australia,106026,5152,0.04859185482806104,1.72,8861.44,240,36.92266666666667,50663.13,5.717257014661273,0.046583850931677016,41801.689999999995,0.8250909487826749
2024-04-22,Google Ads,Search,E-commerce,Germany,107364,4895,0.045592563615364554,2.65,12971.75,200,64.85875,42108.23,3.246148746314106,0.04085801838610827,29136.480000000003,0.6919426439914478
2024-06-25,Google Ads,Video,EdTech,UK,132152,7572,0.057297657243174524,1.14,8632.08,552,15.637826086956522,115644.47,13.397057256188543,0.07290015847860538,107012.39,0.9253567420906508
2024-07-14,Google Ads,Shopping,Fintech,Australia,116695,5799,0.049693645828870134,3.13,18150.87,372,48.79266129032258,56034.95,3.087177088481158,0.06414899120538024,37884.08,0.676079482537238
2024-11-28,Meta Ads,Search,E-commerce,UK,116030,4177,0.035999310523140565,0.9,3759.3,188,19.996276595744682,8691.11,2.31189583167079,0.04500837921953555,4931.81,0.5674545598893582
2024-08-11,TikTok Ads,Search,E-commerce,Australia,164599,11209,0.06809883413629488,0.41,4595.69,653,7.037810107197549,133415.01,29.030463325420126,0.058256757962351684,128819.32,0.9655534261100006
2024-04-18,TikTok Ads,Video,Fintech,India,188844,12860,0.06809853635805214,0.98,12602.8,892,14.128699551569506,133607.64,10.601425080140922,0.06936236391912909,121004.84000000001,0.9056730588160976
2024-09-10,TikTok Ads,Search,E-commerce,Canada,90468,5753,0.06359154618207544,0.8,4602.4,141,32.641134751773045,12042.73,2.616619589779246,0.024508951851208067,7440.33,0.6178275191754694
2024-06-24,Google Ads,Video,E-commerce,Australia,117223,7935,0.06769149399008727,2.02,16028.7,166,96.55843373493977,47449.87,2.960306824633314,0.02091997479521109,31421.170000000002,0.6621971777794122
2024-03-26,TikTok Ads,Shopping,SaaS,Germany,93478,5786,0.06189691692162862,0.42,2430.12,272,8.934264705882352,27905.19,11.483050219742235,0.04701002419633599,25475.07,0.9129151243908391
2024-11-29,Google Ads,Video,EdTech,Canada,9134,228,0.02496168162907817,1.39,316.92,2,158.46,329.55,1.0398523286633852,0.008771929824561403,12.629999999999995,0.038324988620846594
2024-05-10,Meta Ads,Display,E-commerce,UAE,29485,1341,0.04548075292521621,1.41,1890.81,46,41.104565217391304,4626.55,2.446861398025185,0.0343027591349739,2735.7400000000002,0.5913131815283527
2024-12-23,TikTok Ads,Video,SaaS,Canada,22221,1706,0.07677422258224202,0.5,853.0,74,11.527027027027026,14659.06,17.18529894490035,0.04337631887456037,13806.06,0.9418107300195238
2024-06-19,Google Ads,Display,SaaS,Germany,178567,8374,0.04689556300996265,1.33,11137.42,98,113.64714285714285,8808.29,0.7908734697982118,0.01170288989730117,-2329.129999999999,-0.26442476348984867
2024-10-06,TikTok Ads,Display,E-commerce,Australia,93074,4225,0.04539398757977523,1.54,6506.5,300,21.688333333333333,11467.08,1.7624037500960579,0.07100591715976332,4960.58,0.43259312745703354
2024-12-24,Google Ads,Search,Healthcare,Australia,155840,4566,0.02929928131416838,1.12,5113.92,312,16.39076923076923,40138.5,7.848871315937676,0.0683311432325887,35024.58,0.8725931462311746
2024-07-21,TikTok Ads,Display,E-commerce,India,21956,1611,0.07337402076881035,1.41,2271.51,79,28.75329113924051,9545.28,4.202173884332448,0.04903786468032278,7273.77,0.762027934225083
2024-05-06,Meta Ads,Search,E-commerce,USA,177224,2374,0.013395476910576446,1.57,3727.18,142,26.24774647887324,18303.42,4.910795829554784,0.05981465880370682,14576.239999999998,0.7963670177485955
2024-11-04,Google Ads,Search,EdTech,UAE,93720,2661,0.028393085787451984,1.7,4523.7,104,43.497115384615384,18904.07,4.178895594314389,0.03908305148440436,14380.369999999999,0.7607023249490718
2024-05-28,Google Ads,Display,EdTech,USA,169909,7781,0.04579510208405676,2.5,19452.5,124,156.875,26123.28,1.3429266161161804,0.01593625498007968,6670.779999999999,0.2553576733090178
2024-08-05,Meta Ads,Video,Healthcare,USA,46548,1047,0.022492910543954626,1.55,1622.85,28,57.958928571428565,7800.92,4.806926086822566,0.026743075453677174,6178.07,0.7919668449362383
2024-12-08,Meta Ads,Search,Healthcare,USA,6875,158,0.022981818181818183,1.83,289.14,2,144.57,386.94,1.3382444490558207,0.012658227848101266,97.80000000000001,0.2527523647077067
2024-12-26,Google Ads,Search,SaaS,India,106975,4300,0.04019630754849264,2.39,10277.0,335,30.677611940298508,35904.36,3.4936615743894133,0.07790697674418605,25627.36,0.7137673530457025
2024-02-08,Google Ads,Shopping,SaaS,UK,10574,389,0.03678834878002648,2.59,1007.51,6,167.91833333333332,908.68,0.9019066808269892,0.015424164524421594,-98.83000000000004,-0.10876216049654448
2024-07-16,TikTok Ads,Video,Fintech,Australia,147658,6939,0.046993728751574586,0.86,5967.54,282,21.161489361702127,39581.75,6.632842008599859,0.040639861651534805,33614.21,0.8492350641394076
2024-06-02,Meta Ads,Shopping,SaaS,Canada,52013,1565,0.03008863168823179,1.03,1611.95,23,70.08478260869565,6481.69,4.021024225317162,0.014696485623003195,4869.74,0.7513071436616068
2024-10-18,Google Ads,Search,E-commerce,India,49484,1118,0.022593161425915446,2.05,2291.9,79,29.011392405063294,18417.53,8.035922160652733,0.0706618962432916,16125.63,0.8755587747108325
2024-07-04,Google Ads,Search,Healthcare,USA,18877,545,0.028871112994649572,3.2,1744.0,26,67.07692307692308,5981.0,3.42947247706422,0.047706422018348627,4237.0,0.7084099648888146
2024-04-15,Meta Ads,Shopping,Healthcare,UK,106505,1022,0.009595793624712455,1.8,1839.6,27,68.13333333333333,2467.18,1.3411502500543597,0.026418786692759294,627.5799999999999,0.254371387576099
2024-05-25,Google Ads,Search,E-commerce,India,65107,1777,0.027293532185479287,1.63,2896.51,128,22.628984375,29612.56,10.2235310770548,0.07203151378728194,26716.050000000003,0.9021864371064171
2024-03-02,Google Ads,Shopping,SaaS,India,69839,1620,0.02319620842222827,1.26,2041.2,80,25.515,22785.52,11.162806192435822,0.04938271604938271,20744.32,0.9104167910146443
2024-02-27,Google Ads,Video,SaaS,USA,104794,5920,0.056491783880756534,3.66,21667.2,359,60.35431754874652,21837.83,1.007875036922168,0.06064189189189189,170.63000000000102,0.007813505279599713
2024-04-14,Meta Ads,Video,EdTech,USA,33549,1224,0.03648394885093446,0.76,930.24,89,10.452134831460674,26101.34,28.058716030271757,0.0727124183006536,25171.1,0.9643604504596315
2024-02-17,Google Ads,Video,SaaS,Germany,133027,7808,0.05869485142114007,1.26,9838.08,153,64.30117647058823,22193.12,2.2558385376008325,0.0195952868852459,12355.039999999999,0.5567058619968711
2024-11-12,Meta Ads,Video,EdTech,Germany,27419,1192,0.04347350377475473,1.83,2181.36,38,57.404210526315794,5935.39,2.7209584846151027,0.031879194630872486,3754.03,0.6324824484995931
2024-05-24,Google Ads,Video,Healthcare,Canada,102648,2330,0.02269893227340036,2.55,5941.5,157,37.84394904458599,28653.63,4.822625599596062,0.06738197424892704,22712.13,0.7926440733687146
2024-01-20,Google Ads,Display,E-commerce,Canada,181687,8321,0.04579854364924293,3.14,26127.94,651,40.13508448540706,189283.47,7.244485022546745,0.07823578896767215,163155.53,0.8619639633614071
2024-07-22,Google Ads,Display,SaaS,UK,166792,6071,0.03639862823156986,3.15,19123.65,323,59.20634674922601,23590.83,1.233594528241209,0.05320375555921594,4467.18,0.1893608660653313
2024-06-26,TikTok Ads,Search,SaaS,USA,7889,416,0.05273165166687793,1.0,416.0,16,26.0,2147.95,5.163341346153846,0.038461538461538464,1731.9499999999998,0.8063269629181312
2024-11-14,Meta Ads,Video,E-commerce,India,129746,4891,0.037696730535045395,1.81,8852.71,117,75.66418803418803,26101.17,2.9483819079129443,0.02392148844817011,17248.46,0.6608309129437493
2024-03-17,Google Ads,Display,E-commerce,Germany,94506,3269,0.03459039637694961,1.56,5099.64,193,26.42300518134715,7342.38,1.4397839847518648,0.05903946160905476,2242.74,0.3054513659058779
2024-05-17,Google Ads,Display,EdTech,Canada,12086,594,0.04914777428429588,2.46,1461.24,21,69.58285714285714,3418.15,2.339211902220032,0.03535353535353535,1956.91,0.5725055951318696
2024-05-07,TikTok Ads,Display,SaaS,UK,145497,4743,0.03259861028062434,0.35,1660.05,313,5.30367412140575,81349.35,49.004156501310206,0.06599198819312671,79689.3,0.97959356774209
2024-05-18,Meta Ads,Search,EdTech,UAE,14491,259,0.017873162652680973,1.7,440.3,3,146.76666666666668,260.32,0.5912332500567794,0.011583011583011582,-179.98000000000002,-0.6913798401966811
2024-03-13,Meta Ads,Shopping,Fintech,UAE,156043,4478,0.028697218074505104,1.33,5955.74,193,30.858756476683936,22322.38,3.7480447433904103,0.04309959803483698,16366.640000000001,0.7331942203295527
2024-07-19,TikTok Ads,Display,Healthcare,UK,115304,3551,0.030796850065912717,1.56,5539.56,232,23.87741379310345,22178.1,4.00358512228408,0.06533370881441847,16638.539999999997,0.750223869492878
2024-09-24,TikTok Ads,Shopping,Fintech,UAE,132571,9147,0.06899699029199448,1.02,9329.94,502,18.58553784860558,55471.3,5.945515190880113,0.05488138187383842,46141.36,0.8318059969750122
2024-11-13,Google Ads,Display,E-commerce,UAE,92502,2960,0.03199930812306761,2.06,6097.6,201,30.3363184079602,47885.36,7.853148779847809,0.0679054054054054,41787.76,0.8726625423720319
2024-11-23,Google Ads,Display,EdTech,USA,133792,6943,0.05189398469265726,2.35,16316.05,186,87.72069892473118,17630.23,1.0805452300035854,0.02678957223102405,1314.1800000000003,0.07454128505413715
2024-12-26,Google Ads,Display,EdTech,UK,77258,3963,0.05129565870201144,1.8,7133.4,135,52.839999999999996,34518.13,4.838944963131185,0.03406510219530658,27384.729999999996,0.7933433821588828
2024-05-10,Google Ads,Display,EdTech,UAE,74672,2665,0.03568941504178273,1.56,4157.4,129,32.22790697674418,32318.91,7.773827392120076,0.048405253283302065,28161.510000000002,0.8713632359507175
2024-04-18,TikTok Ads,Search,Healthcare,Australia,41558,1757,0.04227826170653063,1.21,2125.97,72,29.52736111111111,18414.15,8.661528619877046,0.040978941377347755,16288.180000000002,0.8845469380883723
